City,Long,Lat,Longg,,,,,,,,,,,,Point x
Belton 6.4 S,-97.4605,30.98,-97.4605,0,0.3,1.3,1.21,0.03,0,0,0,,,,2.84
Belton 7.4 WSW,-97.5846,31.04,-97.5846,0,0.23,1.5,0.5,0,0,0,,,,,2.23
Ben Wheeler 1.7 WNW,-95.7319,32.45,-95.7319,,,0.05,0.02,0,0,0.01,0,,,,0.08
Ben Wheeler 2.4 N,-95.7026,32.48,-95.7026,0,0,0.12,0.01,0,0,0.01,0,,,,0.14
Ben Wheeler 3.9 ESE,-95.6385,32.43,-95.6385,,,,0.05,0,0,0,,,,,0.05
BENBROOK                      ,-97.44,32.65,-97.44,,,0,0.35,0,,,,,,,0.35
Benbrook 2.1 N,-97.4603,32.71,-97.4603,1.05,0.01,0.06,0.25,,,,,,,,1.37
BEND                          ,-98.52,31.09,-98.52,0,0,0.05,0.27,0,,,,,,,0.32
BEND                     3 S  ,-98.5,31.05,-98.5,0.11,0,0.08,0.14,0,,,,,,,0.33
BENJAMIN                 4 N  ,-99.8,33.65,-99.8,,,0,0,,,,,,,,0
Benjamin 0.2 SSE,-99.7922,33.58,-99.7922,0,,,0,0,0,0,0,,,,0
Berclair 7.3 NW,-97.6647,28.61,-97.6647,0.07,4.33,1.43,1.24,0.03,0,0,0,,,,7.1
Bergstrom 2 SW,-97.69,30.17,-97.69,Aug 25-28 12z,,,,,,,,,,,9.58
Bergstrom 3 NNW,-97.68,30.22,-97.68,Aug 25-28 12z,,,,,,,,,,,9.64
Bergstrom 5 N ,-97.67,30.27,-97.67,Aug 25-28 12z,,,,,,,,,,,9.05
Bergstrom 5 NE,-97.62,30.24,-97.62,Aug 25-28 12z,,,,,,,,,,,9.32
Berry Bayou @ Forest Oaks Boulevard,-95.2436,29.67638882,-95.24361,1.16,13.64,15.72,9.64,4.72,0,0,,,,,44.88
Berry Bayou @ Nevada Avenue,-95.2289,29.66,-95.2289,1.48,14.4,14.84,9.24,4.64,0,0,,,,,44.6
Berry Creek,-97.68,30.7,-97.68,Aug 25-28 12z,,,,,,,,,,,4.05
BERTRAM                  3 ENE,-98.02,30.76,-98.02,,0.03,1.21,0.58,,,,,,,,1.82
Bertram 6.4 ESE,-97.9559,30.71,-97.9559,0.06,0.41,1.4,,,,,,,,,1.87
Bertram 7 SSW,-98.08,30.65,-98.08,Aug 25-28 12z,,,,,,,,,,,2.75
BERTRAM 8 SSW,-98.11,30.64,-98.11,0.01,0.13,1.88,0.81,0.01,,,,,,,2.84
Bertram 8.8 SSW,-98.1046,30.62,-98.1046,0.02,0.47,1.45,0.52,0.01,0,0,0,,,,2.47
Bertram 9 NNW,-98.09,30.85,-98.09,Aug 25-28 12z,,,,,,,,,,,0.85
Bertram 9.1 SSW,-98.0877,30.61,-98.0877,0.02,0.49,1.7,0.64,0,0,0,0,,,,2.85
Bertram 9.4 NE,-97.9661,30.85,-97.9661,0,0.31,1.63,0.78,,0,,,,,,2.72
Bevil Oaks 1 SW,-94.28,30.14,-94.28,Aug 24-Sep 1 12z,,Incomplete,,,,,,,,,31.38
Bevil Oaks 2 SE,-94.25,30.13,-94.25,Aug 24-Sep 1 12z,,,,,,,,,,,37.8
Bevil Oaks 4 E,-94.2,30.15,-94.2,Aug 24-Sep 1 12z,,Incomplete,,,,,,,,,33.66
Bevil Oaks 4 E,-94.2,30.15,-94.2,Aug 24-Sep 1 12z,,Incomplete,,,,,,,,,24.72
Bevil Oaks 4 S,-94.27,30.09,-94.27,Aug 24-Sep 1 12z,,,,,,,,,,,39.25
Bevil Oaks 5 ENE,-94.19,30.18,-94.19,Aug 24-Sep 1 12z,,Incomplete,,,,,,,,,47.28
Big Island Slough @ Fairmont Parkway,-95.076,29.65,-95.076,1.04,5.16,18.08,9.72,4.96,0,0,,,,,38.96
BIG LAKE                25 NE ,-101.28,31.53,-101.28,,,0,0,,,,,,,,0
Big Sandy 3.9 E,-95.0456,32.59,-95.0456,0,0,0,0.14,0.01,0,0.02,0,,,,0.17
Big Sandy 6.6 N,-95.1312,32.68,-95.1312,0,0,0.02,0,0,,,,,,,0.02
BIG SPRING               1 NNW,-101.49,32.27,-101.49,,,,0,,,,,,,,0
Birch Creek @ Riley Road,-95.8395,30.24,-95.8395,0.28,12.36,13.6,1.64,0.48,0,0,,,,,28.36
Black Creek @ State Highway 326,-94.3647,30.26,-94.3647,0.24,3.15,11.18,6.81,12.6,8.62,0,,,,,42.6
BLACKWELL                     ,-100.29,32.05,-100.29,,,0.02,0,,,,,,,,0.02
BLANCO                        ,-98.42,30.1,-98.42,0.26,0.4,0.6,,0,,,,,,,1.26
BLANCO                   5 NNE,-98.38,30.16,-98.38,0.48,0.59,2.24,0.82,0,,,,,,,4.13
BLANCO                  13 WNW,-98.61,30.17,-98.61,0,0.38,1.45,0.46,0,,,,,,,2.29
Blanco 1.8 ESE,-98.3927,30.09,-98.3927,0.02,0.88,1.85,0.66,0,0,0,0,,,,3.41
Blanco 11.6 W,-98.6154,30.11,-98.6154,,0.3,1.4,,,,,,,,,1.7
Blanco 4 NNE,-98.4,30.15,-98.4,Aug 25-28 12z,,,,,,,,,,,3.61
Blanco 5.1 ENE,-98.3413,30.12,-98.3413,0.03,0.39,,,,,,,,,,0.42
Blanco 5.5 E,-98.3297,30.09,-98.3297,0,0.63,2.52,0.76,0,0,0,0,,,,3.91
Blanco 5.7 W,-98.5181,30.11,-98.5181,0,0.08,0.72,0.3,,,,,,,,1.1
Blanco 6.8 WSW,-98.5261,30.06,-98.5261,,0.41,0.92,0.39,,,,,,,,1.72
Blanco 8.3 ENE,-98.2915,30.14,-98.2915,0.04,0.78,2.58,0.85,,0,,0,,,,4.25
Blanco 8.8 ENE,-98.2865,30.15,-98.2865,0,0.41,3.48,1.05,0,,,0,,,,4.94
Blanco River,-98.02,29.94,-98.02,Aug 25-28 12z,,,,,,,,,,,9.08
Blooming Grove 2.4 SW,-96.745,32.07,-96.745,0.09,0.07,0.4,0,0.08,0,0,0,,,,0.64
Blue Mound 1.6 ENE,-97.3131,32.87,-97.3131,1.17,0.04,0.19,0.84,0,0,0,0,,,,2.24
Blue Mound 2.3 E,-97.2977,32.85,-97.2977,1.13,,,,0,0,0,0,,,,1.13
Blue Ridge 5.1 ESE,-96.3176,33.27,-96.3176,0,0.39,0.01,0.03,0.26,0,0,0,,,,0.69
BLUFFTON                 5 ESE,-98.36,30.84,-98.36,0,0,0.45,0.32,0,,,,,,,0.77
Blum 7.2 ESE,-97.2769,32.12,-97.2769,0.75,,,0.6,,,,,,,,1.35
Bob Love Ranch,-105.1944,30.83,-105.1944,,,,,,,0,,,,,0
BOERNE                        ,-98.73,29.8,-98.73,0.12,0.1,1.08,0.21,,,,,,,,1.51
Boerne 0.7 N,-98.7332,29.8,-98.7332,0,0.1,0.77,0.19,0,0,0,0,,,,1.06
Boerne 1.2 E,-98.7122,29.79,-98.7122,0,0.22,0.89,0.23,0,,,,,,,1.34
Boerne 1.2 NNW,-98.7428,29.81,-98.7428,0,,,,0,,0,,,,,0
Boerne 1.6 ESE,-98.709,29.78,-98.709,0.02,,,,0,0,0,0,,,,0.02
Boerne 1.8 E,-98.7014,29.79,-98.7014,0.02,0.41,,,,,,,,,,0.43
Boerne 10.6 NE,-98.6093,29.9,-98.6093,0.03,0.09,0.74,0.43,0,0,0,0,,,,1.29
Boerne 10.9 N,-98.7016,29.95,-98.7016,0.11,0.34,0.7,0.2,,,,,,,,1.35
Boerne 11.0 ENE,-98.5738,29.88,-98.5738,,,0.59,,,,,,,,,0.59
Boerne 13.4 NE,-98.5506,29.91,-98.5506,0,0.52,0.43,0,0,0,0,0,,,,0.95
Boerne 2.0 WNW,-98.7647,29.8,-98.7647,,0.2,0.55,,,,,,,,,0.75
Boerne 2.1 WNW,-98.7639,29.81,-98.7639,,0.22,0.8,,,,,,,,,1.02
Boerne 2.2 WNW,-98.767,29.8,-98.767,0,0.26,0.69,,,0,0,0,,,,0.95
Boerne 3.4 N,-98.7398,29.84,-98.7398,0,0.18,0.7,,,,,,,,,0.88
Boerne 4.0 WSW,-98.7868,29.76,-98.7868,0,0.08,0.7,0.26,0,0,0,0,,,,1.04
Boerne 4.3 NE,-98.6947,29.85,98.6947,0,0.01,0.6,0.24,0,0,0,,,,,0.85
Boerne 4.7 WNW,-98.8009,29.83,98.8009,0,0.18,0.65,0.03,0,0,0,0,,,,0.86
Boerne 5.1 NNW,-98.7774,29.86,98.7774,0.02,0.14,0.54,0.07,0,0,0,0,,,,0.77
Boerne 5.2 ENE,-98.653,29.83,98.653,0,0.2,0.67,0.38,0,0,0,0,,,,1.25
Boerne 5.3 N,-98.725,29.87,98.725,,0.08,0.55,0.18,,,,,,,,0.81
Boerne 6.0 WSW,-98.8202,29.75,98.8202,0,0.15,1.38,0.08,0,0,0,0,,,,1.61
Boerne 6.5 N,-98.7257,29.89,98.7257,,0.08,0.59,0.19,,,,,,,,0.86
Boerne 7.8 NE,-98.6495,29.88,98.6495,,0.18,0.3,0.23,,,,,,,,0.71
Boerne 8.1 NNW,-98.7694,29.91,98.7694,0,0.73,0.55,0.05,0,0,0,0,,,,1.33
Boerne 8.4 ENE,-98.5967,29.82,98.5967,0.07,0.41,0.8,0.37,0,0,0,0,,,,1.65
Boerne 8.5 NNW,-98.7625,29.91,98.7625,0,0.53,0.67,0.1,0,0,0,0,,,,1.3
Boerne 8.8 NE,-98.6158,29.87,98.6158,,,0.65,0.35,0,0,0,0,,,,1
BONHAM                   3 NNE,-96.17,33.62,-96.17,,,,0,0,0,0,,,,,0
Bonham 4.0 NE,-96.1408,33.64,96.1408,0,0,0.01,0,0,0,0,0,,,,0.01
BONITA                   4 NW ,-97.63,33.84,-97.63,,,,0,0,0,,,,,,0
Boondocks Road @ Taylors Bayou @ South Fork ( bridge ),-94.2264,29.85,-94.2264,0.75,3.15,7.12,7.91,27.49,1.57,0,,,,,47.99
Borger 0.7 NNE,-101.3953,35.67,101.3953,0,0,0,0,0,0,0,0,,,,0
Bosque Bonita,-105.0606,30.7,105.0606,,,,,,,0,,,,,0
BOWIE                         ,-97.85,33.54,-97.85,,,,,,0,,,,,,0
Brackettville 0.8 S,-100.4121,29.31,100.4121,0,0,0,0,0,0,0,0,,,,0
Brackettville 13.8 W,-100.6389,29.31,100.6389,0,0,0,0,0,,0,,,,,0
Brackettville 5.1 W,-100.4943,29.32,100.4943,0,0,0,0,0,0,0,0,,,,0
BRADY                         ,-99.33,31.14,-99.33,0.83,0,0.04,0.04,,,,,,,,0.91
BRADY                    8 SSE,-99.27,31,-99.27,1.97,0.04,0.05,0.29,,,,,,,,2.35
Brady 8.1 NNE,-99.3412,31.25,99.3412,0.2,0,0.59,0.08,0,0,0,0,,,,0.87
Brays Bayou @ Bellaire Boulevard,-95.5661,29.7,-95.5661,0.92,7.96,13.24,7.44,1.36,0,0,,,,,30.92
Brays Bayou @ Belle Park Drive,-95.5825,29.71,-95.5825,1.28,10.2,15.56,5.96,0.96,0,0,,,,,33.96
Brays Bayou @ Beltway 8,-95.5566,29.7,-95.5566,1.24,10.08,14.84,7.52,1.28,0,0,,,,,34.96
Brays Bayou @ Gessner Road,-95.528,29.67,-95.528,1.48,9.36,15.32,7.48,1.56,0,0,,,,,35.2
Brays Bayou @ Lawndale Street,-95.3053,29.72,-95.3053,0.96,8.48,14.28,8.8,3.2,0,0,,,,,35.72
Brays Bayou @ Rice Avenue,-95.4673,29.68,-95.4673,1.44,8.28,14.72,8.08,1.88,0,0,,,,,34.4
Brays Bayou @ SH 6,-95.6439,29.72,-95.6439,1.16,7.92,15.12,6,1.04,0,0,,,,,31.24
Brays Bayou @ South Main Street,-95.4121,29.7,-95.4121,0.96,4.72,13.36,8,2.44,0,0,,,,,29.48
Brays Bayou @ Stella Link Road,-95.4399,29.69,-95.4399,1.36,4.88,13.12,8.52,2.44,0,0,,,,,30.32
Brenham,-96.4,30.15,-96.4,Aug 25-31 12z,,,,,,,,,,,16.94
BRENHAM                       ,-96.4,30.17,-96.4,0,2.55,5.6,7.48,1.27,0.04,0,,,,,16.94
Brenham 0.7 E,-96.3849,30.16,96.3849,0,2.41,5.42,8.21,1.21,0.02,0,0,,,,17.27
Brenham 1.4 NNW,-96.404,30.18,96.404,0.16,2.52,6.8,8.5,1.1,,,,,,,19.08
Brenham 7.1 W,-96.5149,30.17,96.5149,,3,8.63,8.5,0.51,,,,,,,20.64
Brenham 8.0 E,-96.2626,30.16,96.2626,0.17,2.33,7.64,7.84,1.01,0,0,0,,,,18.99
Brenham 8.2 WSW,-96.5126,30.1,96.5126,0.08,3.24,7.42,9.57,5.1,0,0,0,,,,25.41
Brenham 8.7 NW,-96.5051,30.25,96.5051,0.01,1.58,6.55,6.8,0.44,0,0,0,,,,15.38
Brenham 9.9 N,-96.4213,30.3,96.4213,0,1.68,8.4,8.06,0.66,0,0,0,,,,18.8
Briar Branch @ Campbell Road,-95.5139,29.79,-95.5139,0.88,6,15.44,6.4,1.88,0,0,,,,,30.6
Briarcliff 0.1 WSW,-98.047,30.41,98.047,,1,1.97,0.63,0.02,0,,,,,,3.62
Briarcliff 3 SW,-98.07,30.39,-98.07,Aug 25-28 12z,,,,,,,,,,,3.71
Briarcliff 4.0 S,-98.0452,30.35,98.0452,0.12,,1.89,0.87,0,0,0,0,,,,2.88
Brickhouse Gully @ Costa Rica Road,-95.4692,29.827777,-95.4691666,0.68,5.52,16.2,6.6,2.08,0,0,,,,,31.08
Bridge City 1.3 NW,-93.8675,30.04,93.8675,1.09,0.71,3.71,10.61,4.61,23.82,,,,,,44.55
BRIDGEPORT                    ,-97.77,33.21,-97.77,,,0,0,0,0,,,,,,0
Briscoe 8.1 NNE,-100.235,35.69,100.235,0,0,0,0.05,0,0,0,0,,,,0.05
Broaddus 15.3 SE,-94.1062,31.13,94.1062,0.32,0,1.75,4.05,2.86,5.67,4.36,0,,,,19.01
Bronte 5.0 NNE,-100.2725,31.95,100.2725,0.71,0.41,0.27,,,,,,,,,1.39
Bronte 8.2 S,-100.2758,31.77,100.2758,,,0.22,,,,,,,,,0.22
BROOKSHIRE               5 WSW,-96.04,29.77,-96.04,0,,,,,,,,,,,0
Brookshire 5 W,-96.04,29.77,-96.04,Aug 25-31 12z,,,,,,,,,,,27.16
Brookshire 6.9 NNW,-96.003,29.87,96.003,0.1,6.8,7.35,16.75,,0.13,0,0,,,,31.13
Brookshire Katy Drainage District @ Morrison Road,-95.9409,29.89,-95.9409,0.72,6.24,16.48,3.32,0.28,0,0,,,,,27.04
BROWN WOOD                    ,-98.96,31.68,-98.96,0.29,0,0.46,0.28,0,,,,,,,1.03
BROWNSVILLE                   ,-97.43,25.91,-97.43,0.08,0,0.08,0,,,,,,,,0.16
Brownsville 0.1 SSE,-97.4813,25.92,97.4813,,0.08,0.12,,,,,,,,,0.2
Brownsville 0.4 WSW,-97.4883,25.92,97.4883,,0.8,,,,0,,,,,,0.8
Brownsville 1.5 SW,-97.498,25.91,97.498,,,,,0,0,0,0,,,,0
Brownsville 1.5 WNW,-97.5055,25.93,97.5055,0.11,0.02,0.26,0,0,0,0,0,,,,0.39
Brownsville 1.7 NNE,-97.4711,25.95,97.4711,0.15,0,0.23,0,,0,0,0,,,,0.38
Brownsville 12.6 E,-97.2815,25.95,97.2815,0.35,0.1,0,0,0,0,0,0,,,,0.45
Brownsville 2 W,-97.48,25.92,-97.48,,0.18,,,,,,,,,,0.18
Brownsville 2.2 WNW,-97.5138,25.94,97.5138,0.15,0.02,0.38,0,0,0,0,0,,,,0.55
Brownsville 3.5 N,-97.4919,25.98,97.4919,0.17,0.02,0.13,0,0,0,0,0,,,,0.32
Brownsville 4.1 ENE,-97.4257,25.95,97.4257,0.01,0.02,0.12,,,,,,,,,0.15
Brownsville 4.3 NW,-97.5285,25.97,97.5285,0.17,0.03,0.17,0,,,0,0,,,,0.37
Brownsville 6.4 WNW,-97.5768,25.96,97.5768,0.24,0.01,0.09,0,0,0,0,0,,,,0.34
BROWNWOOD                8 N  ,-99,31.84,-99,0.3,0,0.06,0.04,0,,,,,,,0.4
Brownwood 13.7 NW,-99.1686,31.83,99.1686,0.03,0.01,0.49,0.38,0,0,0,0,,,,0.91
Brownwood 2.7 SSE,-98.9524,31.69,98.9524,,,,,,,,0,,,,0
Brownwood 6.7 ENE,-98.8697,31.76,98.8697,0,0.2,0.52,0.27,0,0,0,0,,,,0.99
Bruceville-Eddy 1.9 W,-97.28,31.31,97.28,0.31,0.2,1.11,0.4,0.01,0,0,0,,,,2.03
Bruceville-Eddy 2.0 ESE,-97.2184,31.29,97.2184,1.15,,1.24,0.43,,,,,,,,2.82
Bruceville-Eddy 4.7 SSE,-97.2301,31.24,97.2301,0.1,,,,,,,,,,,0.1
Brushy Creek,-97.74,30.51,-97.74,Aug 25-28 12z,,,,,,,,,,,2.35
Brushy Creek 2 NE,-97.72,30.53,-97.72,Aug 25-28 12z,,,,,,,,,,,2.34
Brushy Creek 2 SW,-97.76,30.49,-97.76,Aug 25-28 12z,,,,,,,,,,,4.88
Brushy Creek 2.4 SW,-97.7644,30.49,97.7644,0.05,1.23,4.25,0.96,0.02,0,,0,,,,6.51
Bryan 2.5 SSE,-96.351,30.63,96.351,0.11,1.11,7.37,7.84,0.05,0.02,0,0,,,,16.5
Bryan 2.6 SSE,-96.3423,30.64,96.3423,0.03,,,7,0.04,,,,,,,7.07
Bryan 3.5 NNW,-96.3901,30.71,96.3901,0.09,0.78,7.5,7.78,0.06,0,0,,,,,16.21
Bryan 3.8 SSW,-96.399,30.62,96.399,0.09,0.65,7.88,7.45,0.18,0,0,0,,,,16.25
Bryan 7.1 N,-96.3734,30.77,96.3734,,,,,,,,0,,,,0
BUCHANAN DAM                  ,-98.45,30.77,-98.45,0.01,0,0.13,0.14,0,,,,,,,0.28
Buchanan Dam 2 SSW,-98.44,30.71,-98.44,Aug 25-28 12z,,,,,,,,,,,0.24
Buchanan Dam 2.2 SSW,-98.4561,30.77,98.4561,0,0.02,0.2,0.15,0,0,0,0,,,,0.37
Buchanan Dam 3 WNW,-98.46,30.75,-98.46,Aug 25-28 12z,,,,,,,,,,,0.27
Buchanan Dam 3.6 SSW,-98.4639,30.75,98.4639,0,0.01,0.14,0.11,0,0,0,0,,,,0.26
Buchanan Dam 5 ENE,-98.37,30.75,-98.37,Aug 25-28 12z,,,,,,,,,,,0.77
Buchanan Dam 7.4 NNE,-98.363,30.85,98.363,0,0,0.45,0.35,0,0,0,0,,,,0.8
BUDA                          ,-97.85,30.09,-97.85,0,1.27,8.31,2.08,0.02,0,,,,,,11.68
Buda 0.7 SW,-97.8481,30.08,97.8481,0,2.63,6.77,2.14,0.02,0,0,0,,,,11.56
Buda 1 WNW,-97.86,30.09,-97.86,Aug 25-28 12z,,,,,,,,,,,6.91
Buda 1.8 W,-97.8692,30.09,97.8692,,1.16,6.17,1.43,,,,,,,,8.76
Buda 2.5 NW,-97.864,30.12,97.864,,2.5,5.34,1.64,,,,,,,,9.48
Buda 8.6 E,-97.6992,30.06,97.6992,0.27,2.03,7.23,2.72,0.01,0,0,0,,,,12.26
Buffalo Bayou @ Dairy Ashford Road,-95.6061,29.76,-95.6061,1.08,9.8,17.64,5.68,1.36,0,0,,,,,35.56
Buffalo Bayou @ Greenbusch Road,-95.807,29.74,-95.807,1.24,8.56,17.96,4.68,0.92,0,0,,,,,33.36
Buffalo Bayou @ Peek Road,-95.7674,29.72,-95.7674,1.2,6.76,17.52,5.92,1.16,0,0,,,,,32.56
Buffalo Bayou @ San Felipe Drive,-95.5056,29.75,-95.5056,0.88,6.08,14.24,7.04,1.72,0,0,,,,,29.96
Buffalo Bayou @ Shepherd Drive,-95.4087,29.76,-95.4087,0.88,7.36,15.96,6.76,2.28,0,0,,,,,33.24
Buffalo Bayou @ Turning Basin,-95.2913,29.75,-95.2913,0.84,8.76,15.84,6.88,2.56,0,0,,,,,34.88
Buffalo Bayou @ US 90,-95.827,29.79,-95.827,0.84,6.12,16.68,4.48,0.96,0,0,,,,,29.08
Buffalo Bayou @ West Beltway 8,-95.5575,29.76,-95.5575,1.16,10.08,17,7.24,1.6,0,0,,,,,37.08
Bulverde 3.3 NE,-98.4081,29.77,98.4081,,0.6,2.6,0.57,,,,,,,,3.77
Bulverde 4 NNE,-98.44,29.79,-98.44,Aug 25-28 12z,,,,,,,,,,,3.44
Bulverde 4.2 ENE,-98.3856,29.76,98.3856,0.35,0.42,3.3,0.66,0,0,0,0,,,,4.73
Buna 1.4 N,-93.963,30.46,93.963,0.05,0.06,2.53,5.98,3.19,14.1,2.46,,,,,28.37
Friendswood,-95.5666,29.75,-95.5666,Aug 25-31 12z,,,,,,,,,,,54
Bunker Hill Village 3.6 NNW,-95.5505,29.81,95.5505,0,2.38,11.2,8.27,6.51,0.55,0.02,0,,,,28.93
Bunker Hill Village 4.4 WSW,-95.6015,29.75,95.6015,0.09,3.45,13.01,9.07,9.3,0.28,,,,,,35.2
BURKETT                       ,-99.22,31.99,-99.22,,0.96,,,,,,,,,,0.96
Burkeville 11.2 NNE,-93.5993,31.15,93.5993,0.42,0,0.74,4.5,3.14,5.5,7.47,0,,,,21.77
Burleson 1.1 WNW,-97.3458,32.54,97.3458,0.01,0,0.04,0.36,0,0,0,0,,,,0.41
BURNET                        ,-98.26,30.83,-98.26,0,0.03,0.81,0.34,0,,,,,,,1.18
BURNET                        ,-98.24,30.74,-98.24,0.33,0,1,0.49,,,,,,,,1.82
BURNET                        ,-98.23,30.74,-98.23,0.07,0.04,1.01,0.42,0,,,,,,,1.54
BURNET                   1 WSW,-98.29,30.76,-98.29,0.08,0,0.96,0.44,0,,,,,,,1.48
BURNET                   6 SSE,-98.21,30.67,-98.21,0,0.01,1.03,0.56,0,,,,,,,1.6
BURNET                   6 WSW,-98.31,30.72,-98.31,0.27,0,0.57,0.27,0,,,,,,,1.11
Burnet 1.3 NE,-98.2125,30.77,98.2125,0.03,0.02,1.08,0.53,0.01,0,0,0,,,,1.67
Burnet 1.8 ENE,-98.2027,30.77,98.2027,0,,1.24,0.5,,,,,,,,1.74
Burnet 1.9 SE,-98.21,30.74,98.21,0.08,0.3,,,0,0,0,0,,,,0.38
Burnet 10.7 NW,-98.3773,30.85,98.3773,,0,0.37,0.31,,,,,,,,0.68
Burnet 2.8 WNW,-98.2748,30.77,98.2748,0.02,0.02,0.76,0.33,0,0,0,0,,,,1.13
Burnet 4.2 W,-98.2998,30.77,98.2998,0.07,0.04,0.47,0.82,0,0,0,0,,,,1.4
Burnet 5.4 NNW,-98.2778,30.83,98.2778,,,0.83,0.28,,,,,,,,1.11
Burnet 5.7 WSW,-98.323,30.74,98.323,0.38,0,0.62,0.23,0,0,,0,,,,1.23
Burnet 6.1 WNW,-98.3301,30.78,98.3301,,,,,0,0,0,0,,,,0
Burnet 8.3 WSW,-98.3533,30.7,98.3533,0,0,0.51,0,0,0,0,0,,,,0.51
Burnet 8.4 WNW,-98.347,30.83,98.347,0,,0.34,0.38,0,,0,0,,,,0.72
Burnet 8.5 NW,-98.3458,30.83,98.3458,0,0,0.49,0.23,,,,0,,,,0.72
Burnet 9.9 W,-98.3964,30.75,98.3964,,,0.24,0.17,0,,,,,,,0.41
Burton 4.4 ENE,-96.5348,30.21,96.5348,0,,11.73,9.4,0.44,0,0,0,,,,21.57
Burton 5.3 NNE,-96.5532,30.25,96.5532,0.19,,,8.16,0.13,,,,,,,8.48
Burton 6.9 SSW,-96.6238,30.08,96.6238,0.02,4.13,6.9,9.92,0.3,0,0,0,,,,21.27
Calaveras Lake 5 ENE,-98.25,29.27,-98.25,Aug 25-28 12z,,,,,,,,,,,2.01
CALLIHAM                 1 W  ,-98.35,28.45,-98.35,0.28,,,0.08,0,,,,,,,0.36
Cameron 1.5 NW,-96.9959,30.87,96.9959,0,0.54,3.42,2.81,0.03,0,0,0,,,,6.8
Cameron 10.3 ENE,-96.8114,30.9,96.8114,,0.84,3.33,3.63,0.29,0,0,0,,,,8.09
Cameron 8.2 SE,-96.872,30.78,96.872,0,0.6,6.17,2.73,0.19,0.02,0,0,,,,9.71
Camp Swift 1 NW,-97.31,30.21,-97.31,Aug 25-28 12z,,,,,,,,,,,13.14
Camp Swift 5 NNW,-97.3,30.26,-97.3,Aug 25-28 12z,,,,,,,,,,,12.18
Camp Wood 5.02 SSE,-99.9989,29.6,99.9989,0.22,0,0,0.05,0,0,0,0,,,,0.27
Camp Wood 6.5 NE,-99.9363,29.74,99.9363,0.32,0.01,0,0.09,,,,,,,,0.42
Camp Wood 6.8 NE,-99.9287,29.74,99.9287,0.28,0.02,0.03,0.13,,,,,,,,0.46
Camp Wood 7.3 NE,-99.9308,29.75,99.9308,0.45,0.03,0,0.05,,,,,,,,0.53
Cane Island Branch @ Clay Road,-95.8368,29.83,-95.8368,0.8,6.76,20.2,4.12,0.92,0,0,,,,,32.8
Canton 4.6 SSW,-95.8928,32.49,95.8928,0,0.07,0.1,0.1,0.04,0,0,0,,,,0.31
Canton 6.1 W,-95.9686,32.55,95.9686,0,0,0.09,0.02,0,0,0,0,,,,0.11
Canton 8.7 W,-96.0112,32.52,96.0112,,,,0.15,,,,,,,,0.15
Canutillo 1.2 W,-106.6267,31.93,106.6267,,0.25,,,,,,,,,,0.25
Canyon 0.2 SSW,-101.9238,34.98,101.9238,0,0,0,0,0,0,0,0,,,,0
Canyon 0.9 NNW,-101.93,34.99,101.93,0.13,,0.03,0.02,,,,,,,,0.18
Canyon 0.9 SSE,-101.9168,34.97,101.9168,0.17,0.05,,0.03,,,,,,,,0.25
Canyon 1.9 W,-101.955,34.98,101.955,0.19,0.03,0,0.02,0,0,0,0,,,,0.24
Canyon 1.9 WNW,-101.955,34.99,101.955,0.14,0,0,,,,,,,,,0.14
Canyon Lake 0.4 NE,-98.2573,29.88,98.2573,0.53,0.65,3.48,0.49,0,0,0,0,,,,5.15
Canyon Lake 0.9 NNE,-98.2556,29.89,98.2556,0.35,0.57,2.52,0.33,0.02,0,0,0,,,,3.79
Canyon Lake 1.5 WSW,-98.2856,29.87,98.2856,0.24,0.59,3.16,0.53,0,0,0,0,,,,4.52
Canyon Lake 1.7 WSW,-98.2893,29.87,98.2893,0.22,0.59,3.34,0.54,0,0,0,0,,,,4.69
Canyon Lake 1.8 W,-98.2918,29.87,98.2918,0.24,0.67,3.02,0.49,,,,,,,,4.42
Canyon Lake 2.3 ESE,-98.2253,29.86,98.2253,1.07,0.46,1.78,0.31,0,0,0,0,,,,3.62
Canyon Lake 2.3 SSE,-98.2442,29.85,98.2442,0.13,0.49,4.35,0.61,,,,,,,,5.58
Canyon Lake 2.5 W,-98.3038,29.87,98.3038,0.22,0.59,2.81,0.55,0,0,0,0,,,,4.17
Canyon Lake 2.8 N,-98.2644,29.91,98.2644,0.17,0.49,2.04,0.44,0,0,,0,,,,3.14
Canyon Lake 3.2 ESE,-98.2167,29.85,98.2167,0.64,0.33,1.08,0.48,0.02,0,0,0,,,,2.55
Canyon Lake 3.3 SW,-98.2995,29.84,98.2995,0.07,0.67,3.29,0.59,0,0,0,0,,,,4.62
Canyon Lake 4.1 E,-98.1944,29.88,98.1944,1.61,0.5,4.75,0.84,0,0,0,0,,,,7.7
Canyon Lake 4.3 NNW,-98.2971,29.93,98.2971,0.33,0.85,3.63,0.6,0,0,0,0,,,,5.41
Canyon Lake 5.3 SW,-98.3358,29.83,98.3358,0.37,0.78,3.25,0.82,,,,,,,,5.22
Canyon Lake 5.7 N,-98.2665,29.96,98.2665,0.46,,,0.66,,,,,,,,1.12
Canyon Lake 7.2 ESE,-98.1494,29.84,98.1494,0.47,0.93,4.64,0.72,0,0,0,0,,,,6.76
Canyon Lake 7.3 E,-98.1416,29.87,98.1416,1.67,0.79,5.65,0,,0,0,0,,,,8.11
